"계열","세부 분류","속성·테마","에셋 형식","원본 팩","위치","에셋 이름","분류 근거","확인 사항"
"마법","투사체","대지","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Earth","Par_LMagic_Earth_Atk_02","이름: Par_LMagic_Earth_Atk_02; 대응 BP의 투사체 부모·참조",""
"마법","투사체","마그마","Blueprint","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/Blueprint","BP_Magma_Shot_Projectile","이름: BP_Magma_Shot_Projectile","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","마그마","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX/Sperate_VFX","NS_Magma_Shot_Projectile","이름: NS_Magma_Shot_Projectile",""
"마법","투사체","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Projectile1","이름: NS_Free_Magic_Projectile1",""
"마법","투사체","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Projectile1_Base","이름: NS_Free_Magic_Projectile1_Base",""
"마법","투사체","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Projectile2","이름: NS_Free_Magic_Projectile2",""
"마법","투사체","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Projectile2_Base","이름: NS_Free_Magic_Projectile2_Base",""
"마법","투사체","마법","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicAuraVFX/VFX/MagicalAsteroid/Systems","N_MagicalAsteroid","이름: N_MagicalAsteroid","확인 필요: 투사체 이동·낙하 형태"
"마법","투사체","마법","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Mage_MagicBolt","이름: P_Mage_MagicBolt",""
"마법","투사체","마법","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Mage_MagicMissile","이름: P_Mage_MagicMissile",""
"마법","투사체","마법","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Mage/MagicBolt","NS_Mage_MagicBolt","이름: NS_Mage_MagicBolt",""
"마법","투사체","마법","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Mage/MagicMissle","NS_Mage_MagicMissle","이름: NS_Mage_MagicMissle",""
"마법","투사체","물","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_waterBall","이름: BP_ky_waterBall","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","물","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_waterBall","이름: P_ky_waterBall",""
"마법","투사체","물","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Aqua","BP_Aqua_Atk_01","이름: BP_Aqua_Atk_01; 대응 BP의 투사체 부모·참조","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","물","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Aqua","Par_LMagic_Aqua_Atk_01","이름: Par_LMagic_Aqua_Atk_01; 대응 BP의 투사체 부모·참조",""
"마법","투사체","미지정","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_shootingStar1","이름: BP_ky_shootingStar1","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","미지정","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_shootingStar1","이름: P_ky_shootingStar1",""
"마법","투사체","미지정","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints","BP_4E_Base_Projectile","이름: BP_4E_Base_Projectile","효과 BP; 시스템 본체와 별도 항목; 기반 BP; 구체 효과 설정 확인 필요"
"마법","투사체","미지정","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints","BP_4E_Base_ProjectileAlt","이름: BP_4E_Base_ProjectileAlt","효과 BP; 시스템 본체와 별도 항목; 기반 BP; 구체 효과 설정 확인 필요"
"마법","투사체","미지정","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints","BP_4E_HomingProj","이름: BP_4E_HomingProj","효과 BP; 시스템 본체와 별도 항목; 기반 BP; 구체 효과 설정 확인 필요"
"마법","투사체","미지정","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicAuraVFX/VFX/Meteor/Systems","N_Meteor","이름: N_Meteor","확인 필요: 투사체 이동·낙하 형태"
"마법","투사체","바람","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Wind","BP_Wind_Atk_01","이름: BP_Wind_Atk_01; 대응 BP의 투사체 부모·참조","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","바람","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Wind","Par_Lmagic_Wind_Atk_01","이름: Par_Lmagic_Wind_Atk_01; 대응 BP의 투사체 부모·참조",""
"마법","투사체","번개","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_thunderBall","이름: BP_ky_thunderBall","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","번개","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_thunderBall","이름: P_ky_thunderBall",""
"마법","투사체","번개","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Lightning","BP_4E_Base_Projectile_Lightning","이름: BP_4E_Base_Projectile_Lightning","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","번개","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Lightning","Par_4E_OrbLightning_01","이름: Par_4E_OrbLightning_01; 대응 BP의 투사체 부모·참조",""
"마법","투사체","빛","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Light","BP_4E_Light_Atk","이름: BP_4E_Light_Atk; 대응 BP의 투사체 부모·참조","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","빛","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Light","Par_4E_LightOrb_01","이름: Par_4E_LightOrb_01; 대응 BP의 투사체 부모·참조",""
"마법","투사체","암흑","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Dark","BP_4E_Base_Projectile_Dark","이름: BP_4E_Base_Projectile_Dark","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","암흑","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Dark","Par_4E_Dark_Atk_01","이름: Par_4E_Dark_Atk_01; 대응 BP의 투사체 부모·참조",""
"마법","투사체","암흑","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Dark_Solo_Projectile","이름: NS_Dark_Solo_Projectile",""
"마법","투사체","얼음","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Ice","BP_4E_Ice_Atk","이름: BP_4E_Ice_Atk; 대응 BP의 투사체 부모·참조","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","얼음","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Ice","Par_4E_Ice_Atk_01","이름: Par_4E_Ice_Atk_01; 대응 BP의 투사체 부모·참조",""
"마법","투사체","화염","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_fireBall","이름: BP_ky_fireBall","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","화염","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_fireBall","이름: P_ky_fireBall",""
"마법","투사체","화염","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Fire","BP_Fire_Atk_01","이름: BP_Fire_Atk_01; 대응 BP의 투사체 부모·참조","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","화염","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Fire","Par_LMagic_Fire_Atk_01","이름: Par_LMagic_Fire_Atk_01; 대응 BP의 투사체 부모·참조",""
"마법","투사체","화염","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Mage_Fireball","이름: P_Mage_Fireball",""
"마법","투사체","화염","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Mage/Fireball","NS_Mage_Fireball","이름: NS_Mage_Fireball",""
"마법","파동/범위","물","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/Tsunami/Systems","N_Tsunami","이름: N_Tsunami",""
"마법","파동/범위","물","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/Tsunami/Systems","N_TsunamiCharged","이름: N_TsunamiCharged","Charged 변형"
"마법","파동/범위","물","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicAuraVFX/VFX/Tsunami/Systems","N_Tsunami","이름: N_Tsunami",""
"마법","파동/범위","파동","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Priest_Wave","이름: P_Priest_Wave",""
"마법","파동/범위","파동","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Priest/Wave","NS_Priest_Wave","이름: NS_Priest_Wave",""
"마법","폭발","대지","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/EarthExplosion/Systems","N_EarthExplosion","이름: N_EarthExplosion",""
"마법","폭발","독","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/PoisonExplosion/Systems","N_PoisonExplosion","이름: N_PoisonExplosion",""
"마법","폭발","독","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/PoisonExplosion/Systems","N_PoisonExplosionCharged","이름: N_PoisonExplosionCharged","Charged 변형"
"마법","폭발","마그마","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/MagmaExplosion/Systems","N_MagmaExplosion","이름: N_MagmaExplosion",""
"마법","폭발","마그마","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/MagmaExplosion/Systems","N_MagmaExplosionCharged","이름: N_MagmaExplosionCharged","Charged 변형"
"마법","폭발","마법","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/MagicalExplosion/Systems","N_MagicalExplosion","이름: N_MagicalExplosion",""
"마법","폭발","마법","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/MagicalExplosion/Systems","N_MagicalExplosionCharged","이름: N_MagicalExplosionCharged","Charged 변형"
"마법","폭발","마법","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Magic_Big_Bubbles_Explosion","이름: NS_Magic_Big_Bubbles_Explosion",""
"마법","폭발","물","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Aqua","Par_LMagic_Aqua_Explosion","이름: Par_LMagic_Aqua_Explosion",""
"마법","폭발","물","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Aqua","Par_LMagic_Aqua_Explosion_Xaxis","이름: Par_LMagic_Aqua_Explosion_Xaxis",""
"마법","폭발","미지정","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_explosion","이름: BP_ky_explosion","효과 BP; 시스템 본체와 별도 항목"
"마법","폭발","미지정","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_explosion","이름: P_ky_explosion",""
"마법","폭발","바람","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Wind","Par_LMagic_Wind_Explosion","이름: Par_LMagic_Wind_Explosion",""
"마법","폭발","번개","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/LightningExplosion/Systems","N_LightningBlast","이름: N_LightningBlast",""
"마법","폭발","번개","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/LightningExplosion/Systems","N_LightningBlastCharged","이름: N_LightningBlastCharged","Charged 변형"
"마법","폭발","블랙홀","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/BlackholeExplosion/Systems","N_BlackholeExplosion","이름: N_BlackholeExplosion",""
"마법","폭발","블랙홀","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/BlackholeExplosion/Systems","N_BlackholeExplosionCharged","이름: N_BlackholeExplosionCharged","Charged 변형"
"마법","폭발","빛","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Light","Par_4E_Light_Explosion_01","이름: Par_4E_Light_Explosion_01",""
"마법","폭발","빛","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/LightBlast/Systems","N_LightBlast","이름: N_LightBlast",""
"마법","폭발","빛","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/LightBlast/Systems","N_LightBlastCharged","이름: N_LightBlastCharged","Charged 변형"
"마법","폭발","에너지","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/EnergyBlast/Systems","N_EnergyBlast","이름: N_EnergyBlast",""
"마법","폭발","에너지","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/EnergyBlast/Systems","N_EnergyBlastCharged","이름: N_EnergyBlastCharged","Charged 변형"
"마법","폭발","혈액","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/BloodExplosion/Systems","N_BloodExplosion","이름: N_BloodExplosion",""
"마법","폭발","혈액","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/BloodExplosion/Systems","N_BloodExplosionCharged","이름: N_BloodExplosionCharged","Charged 변형"
"마법","폭발","혼돈","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/ChaosExplosion/Systems","N_ChaosExplosion","이름: N_ChaosExplosion",""
"마법","폭발","혼돈","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/ChaosExplosion/Systems","N_ChaosExplosionCharged","이름: N_ChaosExplosionCharged","Charged 변형"
"마법","폭발","화염","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Fire","Par_LMagic_Fire_Explosion","이름: Par_LMagic_Fire_Explosion",""
"마법","폭발","화염","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Fire","Par_LMagic_Fire_Explosion_Xdir","이름: Par_LMagic_Fire_Explosion_Xdir",""
"마법","폭발","화염","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/FlameBlast/Systems","N_FlameBlast","이름: N_FlameBlast",""
"마법","폭발","화염","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/FlameBlast/Systems","N_FlameBlastCharged","이름: N_FlameBlastCharged","Charged 변형"
"마법","피격","대지","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Earth","Par_LMagic_Earth_Impact_01","이름: Par_LMagic_Earth_Impact_01",""
"마법","피격","대지","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Earth","Par_LMagic_Earth_Impact_02","이름: Par_LMagic_Earth_Impact_02",""
"마법","피격","마그마","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX/Sperate_VFX","NS_Magma_Shot_Impact","이름: NS_Magma_Shot_Impact",""
"마법","피격","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Hit1","이름: NS_Free_Magic_Hit1",""
"마법","피격","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Hit2","이름: NS_Free_Magic_Hit2",""
"마법","피격","물","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_waterBallHit","이름: BP_ky_waterBallHit","효과 BP; 시스템 본체와 별도 항목"
"마법","피격","물","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_waterBallHit","이름: P_ky_waterBallHit",""
"마법","피격","미지정","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_hit1","이름: BP_ky_hit1","효과 BP; 시스템 본체와 별도 항목"
"마법","피격","미지정","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_hit2","이름: BP_ky_hit2","효과 BP; 시스템 본체와 별도 항목"
"마법","피격","미지정","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_hit1","이름: P_ky_hit1",""
"마법","피격","미지정","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_hit2","이름: P_ky_hit2",""
"마법","피격","미지정","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Big_Hammer_Impact","이름: NS_Big_Hammer_Impact",""
"마법","피격","미지정","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Gelmir_Wizard_Impact","이름: NS_Gelmir_Wizard_Impact",""
"마법","피격","번개","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_ThunderBallHit","이름: BP_ky_ThunderBallHit","효과 BP; 시스템 본체와 별도 항목"
"마법","피격","번개","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_ThunderBallHit","이름: P_ky_ThunderBallHit",""
"마법","피격","암흑","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Dark","Par_4E_Dark_Impact_01","이름: Par_4E_Dark_Impact_01",""
"마법","피격","암흑","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Dark_Solo_Impact","이름: NS_Dark_Solo_Impact",""
"마법","피격","암흑","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Dark_Stone_Impact","이름: NS_Dark_Stone_Impact",""
"마법","피격","얼음","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Ice","Par_4E_Ice_Impact_01","이름: Par_4E_Ice_Impact_01",""
"마법","회오리","바람","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Mage_Whirlwind","이름: P_Mage_Whirlwind",""
"마법","회오리","바람","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Mage/Whirlwind","NS_Mage_Whirlwind","이름: NS_Mage_Whirlwind",""
"마법","Slash","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Slash","이름: NS_Free_Magic_Slash",""
"마법","Slash","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Slash2","이름: NS_Free_Magic_Slash2",""
"마법","Slash Trail","미지정","ParticleSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","P_Big_Sword_Trail","이름: P_Big_Sword_Trail",""
"원거리","다중 발사","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Archer_Multishot","이름: P_Archer_Multishot",""
"원거리","다중 발사","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Archer_Multishot_Burst","이름: P_Archer_Multishot_Burst",""
"원거리","다중 발사","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/Multishot","NS_Archer_Multishot","이름: NS_Archer_Multishot",""
"원거리","다중 발사","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/Multishot_Radial","NS_Archer_Multishot_Radial","이름: NS_Archer_Multishot_Radial",""
"원거리","다중 발사","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/MultishotBurst","NS_Archer_Multishot_Burst","이름: NS_Archer_Multishot_Burst",""
"원거리","다중 발사","화염","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Archer_Multishot_Fire","이름: P_Archer_Multishot_Fire",""
"원거리","다중 발사","화염","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Archer_Multishot_Fire_Burst","이름: P_Archer_Multishot_Fire_Burst",""
"원거리","다중 발사","화염","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/MultiShotFire","NS_Archer_Multishot_Fire","이름: NS_Archer_Multishot_Fire",""
"원거리","다중 발사","화염","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/MultiShotFireBurst","NS_Archer_Multishot_Fire_Burst","이름: NS_Archer_Multishot_Fire_Burst",""
"원거리","범위 낙하","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Archer_Arrow_Hail","이름: P_Archer_Arrow_Hail",""
"원거리","범위 낙하","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Archer_Arrow_Hail_Burst","이름: P_Archer_Arrow_Hail_Burst",""
"원거리","범위 낙하","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/ArrowHail","NS_Archer_Arrow_Hail","이름: NS_Archer_Arrow_Hail",""
"원거리","범위 낙하","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/ArrowHailBurst","NS_Archer_Arrow_Hail_Burst","이름: NS_Archer_Arrow_Hail_Burst",""
"원거리","장판/함정","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Archer_Caltrops","이름: P_Archer_Caltrops",""
"원거리","장판/함정","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/Caltrops","NS_Archer_Caltrops","이름: NS_Archer_Caltrops",""
"원거리","투사체","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Archer_Arrow","이름: P_Archer_Arrow",""
"원거리","투사체","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Warrior_ThrowingAxe","이름: P_Warrior_ThrowingAxe",""
"원거리","투사체","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/Arrow","NS_Archer_Arrow","이름: NS_Archer_Arrow",""
"원거리","투사체","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Warrior/ThrowingAxe","NS_Warrior_ThrowingAxe","이름: NS_Warrior_ThrowingAxe",""
"원거리","투사체","화염","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Archer_Arrow_Fire","이름: P_Archer_Arrow_Fire",""
"원거리","투사체","화염","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Archer/ArrowFire","NS_Archer_Arrow_Fire","이름: NS_Archer_Arrow_Fire",""
"원거리","투사체 Trail","기본","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Basic","이름: NS_ArrowTrail_Basic",""
"원거리","투사체 Trail","기본","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Basic_02","이름: NS_ArrowTrail_Basic_02",""
"원거리","투사체 Trail","마법","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Magic","이름: NS_ArrowTrail_Magic",""
"원거리","투사체 Trail","마법","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Magic_2","이름: NS_ArrowTrail_Magic_2",""
"원거리","투사체 Trail","물","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Water","이름: NS_ArrowTrail_Water",""
"원거리","투사체 Trail","신성","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Holy","이름: NS_ArrowTrail_Holy",""
"원거리","투사체 Trail","얼음","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Ice","이름: NS_ArrowTrail_Ice",""
"원거리","투사체 Trail","자연","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Nature","이름: NS_ArrowTrail_Nature",""
"원거리","투사체 Trail","화염","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Fire","이름: NS_ArrowTrail_Fire",""
"원거리","투사체 Trail","화염","NiagaraSystem","ArrowTrail","/Game/ArrowTrail/FX","NS_ArrowTrail_Fire_02","이름: NS_ArrowTrail_Fire_02",""
"상태/지원","레벨업 표시","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Status_LevelUp","이름: P_Status_LevelUp",""
"상태/지원","레벨업 표시","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/StatusEffects/LevelUp","NS_Status_LevelUp","이름: NS_Status_LevelUp",""
"상태/지원","범위 상태이상","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Priest_AoE_Stun","이름: P_Priest_AoE_Stun",""
"상태/지원","범위 상태이상","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Priest/AoEStun","NS_Priest_AoE_Stun","이름: NS_Priest_AoE_Stun",""
"상태/지원","상태 오라","마법","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Status_Magic_Glow","이름: P_Status_Magic_Glow",""
"상태/지원","상태 오라","마법","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/StatusEffects/MagicGlow","NS_Status_Magic_Glow","이름: NS_Status_Magic_Glow",""
"상태/지원","상태이상 표시","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Priest_Stun","이름: P_Priest_Stun",""
"상태/지원","상태이상 표시","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Status_Confusion","이름: P_Status_Confusion",""
"상태/지원","상태이상 표시","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Status_Stun","이름: P_Status_Stun",""
"상태/지원","상태이상 표시","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Warrior_Blind","이름: P_Warrior_Blind",""
"상태/지원","상태이상 표시","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Priest/Stun","NS_Priest_Stun","이름: NS_Priest_Stun",""
"상태/지원","상태이상 표시","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/StatusEffects/Confusion","NS_Status_Confusion","이름: NS_Status_Confusion",""
"상태/지원","상태이상 표시","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/StatusEffects/Stun","NS_Status_Stun","이름: NS_Status_Stun",""
"상태/지원","상태이상 표시","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Warrior/Blind","NS_Warrior_Blind","이름: NS_Warrior_Blind",""
"상태/지원","아이템 강조","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Status_ItemHighlight","이름: P_Status_ItemHighlight",""
